Series Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),1.067354791,1.037927012,1.016795759,1.052811967,1.366066389,1.388236787,1.195595884,1.102744953,1.16001691,1.190537445,1.092644218,0.93523118,1.04188289,1.126316498,1.177254113,1.050332298,0.995801922,1.071640876,1.02430775,1.036757395,1.076617098,1.308339621,1.302665774,1.153962702,1.18935202,1.106721069,0.92116811,0.888705785,0.910652176,0.987134386,0.99317038,1.060622404,1.407007939,1.651665327,2.28058289,2.454341945,2.508060971,2.562787473,2.372228057,2.06391966,2.445660941,2.438971666,2.628839001,2.769417782,2.998525502,3.289777286,3.477681323,3.941825741,4.283843226,4.118242037,4.42663817,4.726532288,5.197359161,5.279412796,5.175270127,5.132995335,5.08675193,..
Merchandise imports (current US$),1.30623E+11,1.35677E+11,1.43139E+11,1.55916E+11,1.74797E+11,1.90126E+11,2.09095E+11,2.1894E+11,2.42702E+11,2.76107E+11,3.16874E+11,3.53311E+11,4.16555E+11,5.73641E+11,8.37347E+11,8.74599E+11,9.88319E+11,1.13107E+12,1.31329E+12,1.64647E+12,2.01886E+12,2.00362E+12,1.87154E+12,1.81524E+12,1.94285E+12,1.95904E+12,2.14852E+12,2.52265E+12,2.90061E+12,3.13743E+12,3.56686E+12,3.67911E+12,3.93296E+12,3.88681E+12,4.41281E+12,5.25138E+12,5.52183E+12,5.71331E+12,5.65824E+12,5.8787E+12,6.69149E+12,6.44224E+12,6.69311E+12,7.81341E+12,9.51955E+12,1.08351E+13,1.24252E+13,1.43086E+13,1.65428E+13,1.27451E+13,1.54907E+13,1.84966E+13,1.87034E+13,1.90057E+13,1.91017E+13,1.67675E+13,1.62841E+13,1.80278E+13
Merchandise imports by the reporting economy (current US$),1.06151E+11,1.11518E+11,1.1736E+11,1.28571E+11,1.45416E+11,1.57449E+11,1.75652E+11,1.85664E+11,2.10467E+11,2.3991E+11,2.78229E+11,3.0965E+11,3.65639E+11,5.08645E+11,7.39795E+11,7.71828E+11,8.75434E+11,1.00747E+12,1.16949E+12,1.46328E+12,1.76513E+12,1.79727E+12,1.68247E+12,1.63343E+12,1.743E+12,1.78887E+12,1.94158E+12,2.2664E+12,2.59075E+12,2.811E+12,3.22068E+12,3.34372E+12,3.62408E+12,3.56891E+12,4.06411E+12,4.83651E+12,5.07616E+12,5.44123E+12,5.40913E+12,5.69971E+12,6.45843E+12,6.27234E+12,6.5221E+12,7.60558E+12,9.2541E+12,1.04952E+13,1.20762E+13,1.39682E+13,1.61977E+13,1.24957E+13,1.51442E+13,1.80387E+13,1.82609E+13,1.85341E+13,1.86506E+13,1.635E+13,1.59564E+13,..
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",7.868727197,7.860564767,7.874199911,8.059997604,8.001396968,8.040760077,7.825954288,7.675605102,7.967262571,8.364809568,9.095228311,9.018720655,9.024535944,9.14258114,8.491912498,8.431683861,8.001450435,7.94294945,8.016073992,7.865715841,7.729207223,7.344325306,7.320268068,7.454078552,7.218222871,7.170409415,7.361221891,7.315541283,7.215465222,6.985556018,6.901363622,6.467314329,5.63818762,4.279679995,4.262555913,4.315801042,4.184702771,3.269541694,3.148959564,1.037846445,1.462097214,1.537364554,1.520717904,1.382960608,1.56727867,1.952429193,1.941381824,1.561872156,1.508136926,1.875958138,2.032651238,2.090822258,1.81301955,2.009761759,1.922320709,2.350989122,2.272084077,..
Merchandise imports from economies in the Arab World (% of total merchandise imports),4.711326096,4.694069934,4.730232956,4.867862652,4.831942608,4.744368182,4.499182323,4.54862023,4.92790275,4.565006597,4.364790349,4.896413988,4.776803774,5.042359617,9.469409153,9.361739433,10.19285518,9.931314356,8.460364936,10.1973724,12.57542769,12.13609045,10.03072787,8.123506577,7.139836766,6.180206474,4.218808211,4.223927308,3.619251565,4.019624713,4.458620941,3.960433619,3.771231665,3.620457322,3.205751125,3.071892897,3.330868789,3.359774881,2.662320673,2.963137443,3.856754876,3.697196068,3.444187305,3.687270298,4.002320605,4.7000498,5.186098631,4.972764222,6.214438543,4.98795232,5.487677824,6.15267925,6.812718125,6.498866387,6.048498601,4.539573412,4.087365926,..
Merchandise imports from high-income economies (% of total merchandise imports),73.04782088,73.89302194,73.614456,73.37748412,73.18600346,73.56463497,73.95061016,74.71875607,74.74868303,74.82070362,74.81565674,75.46368379,75.77941396,74.94271899,72.16284969,73.35870697,73.60126231,73.25610967,74.46824665,73.6014112,73.34562286,75.1745478,74.91098959,74.58428925,74.64969355,74.99001367,78.06996474,78.18823854,78.42467093,77.85923863,77.91064932,78.03266648,77.76843477,76.71525457,75.7446823,75.32031471,74.51166339,75.05585373,75.69503333,77.24540453,74.71956296,74.16622924,73.48383605,72.67938129,71.35456316,69.26606745,67.9733359,67.60084972,66.23469457,65.86474396,64.02775677,63.5040694,62.92002651,63.12169262,62.97649868,62.49535284,62.8691059,..
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),2.536782388,2.232748202,2.200779254,2.253774543,2.429133457,2.488103846,3.10185902,2.89623107,2.885254915,2.899510589,2.675302346,2.628849112,2.64721298,3.153156188,3.372230712,3.150284031,3.256652553,3.404160985,3.416248021,3.772993117,4.064883163,4.276064416,4.296413321,4.34933464,4.703201523,4.558266797,4.258203688,4.610825525,5.026245452,5.463114843,5.615054035,6.556195839,7.242746533,8.471359818,8.865432467,9.094441294,9.464734306,9.707714106,9.668285062,10.16853171,11.04613762,11.26958821,12.10818167,12.72952805,13.1853844,13.94718014,14.4687181,14.89873018,14.75120532,16.0984908,16.9802623,16.40204619,16.90223151,17.17110195,17.97260222,19.75346856,19.87870949,..
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),0.528293632,0.610474254,0.629395639,0.641929022,0.591880246,0.630332166,0.669088472,0.732589931,0.691279332,0.634035574,0.701956171,0.683698743,0.696798876,0.74855901,0.664743861,0.711295875,0.707721131,0.673591938,0.720900599,0.720978444,0.636941975,0.813035859,0.843738694,0.858029189,0.87862134,0.889167694,0.833238693,0.817384262,0.788927018,0.728680053,0.593726348,0.576556167,1.232009269,2.241531823,2.932460825,3.13964296,3.141107388,3.0008401,2.806793083,2.699950826,3.113267039,3.252899243,3.415086239,3.756787141,4.099513051,4.449042884,4.782823443,5.051533483,5.700085776,4.991195878,5.123464664,5.660414617,5.771103018,5.648669141,5.416682949,4.656906643,4.395608978,..
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),7.714789888,7.089391395,7.393271977,7.212832672,6.847061911,6.589913648,6.211601793,5.923189909,5.50710609,5.26828508,5.082878185,4.708633955,4.639790172,4.643460656,4.905188707,4.538386657,4.318233263,4.684864269,4.352868765,4.625886931,4.666978935,5.025951767,5.133850075,5.341790817,5.601617496,5.513700679,4.508055457,4.247991025,4.271949274,4.378230934,4.155551531,4.075650753,4.004198037,4.219343087,4.388721582,4.42624065,4.698373227,4.959259209,5.025474903,5.005818464,5.308778584,5.41443165,5.246151205,4.983485473,4.990117597,5.177846833,5.215642193,5.160114381,5.270623831,5.249289018,5.511321269,5.684121634,5.856506637,5.66915051,5.551845226,5.449059511,5.410496422,..
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),3.0952698,3.109290474,3.186486479,3.309179947,3.308677709,3.306495512,3.178176791,3.174391,3.38480967,3.291392852,3.169936692,3.379848842,3.132359476,3.262058401,5.889610228,5.60603934,5.821509321,5.605643389,5.108309821,5.270230187,5.333704927,3.71556067,3.923760682,4.017177056,3.473390243,3.40683432,2.057173501,2.172165787,1.763691393,1.955507343,2.187414068,1.773477087,1.655892416,1.570326395,1.388336967,1.303408203,1.419112202,1.39136339,1.192532573,1.379924206,1.707576892,1.627805268,1.498394963,1.601499295,1.750029277,1.957465423,2.220326076,2.185658435,2.591961873,2.136506401,2.229887632,2.177697893,2.233569523,1.929001228,1.749649212,1.346010536,1.332780444,..
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),1.960132172,1.870142168,1.788285932,1.790890467,1.57634569,1.479504041,1.316936701,1.246793383,1.198183932,1.09169919,0.976619146,0.912456223,0.87164529,0.87275568,0.753328096,0.775997264,0.888645709,0.829832379,0.773913142,0.747432708,0.651349066,0.680786992,0.758797102,0.812007798,0.802149034,0.764366076,0.741452915,0.765197444,0.786199693,0.797533805,0.808174226,0.853569248,0.902401344,1.036585034,1.019307346,1.021125308,1.081973189,1.066702143,1.082607393,1.060973794,1.0686114,1.114737522,1.162353604,1.205616861,1.297601914,1.336958683,1.371490195,1.452782288,1.561268535,1.662121647,1.80382804,1.893742756,1.847380973,1.872016627,1.905734459,1.964711052,1.9835539,..
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),3.248184037,3.334366801,3.313124808,3.353911628,4.059500562,3.900255736,3.745772774,3.632443532,3.617420463,3.629563528,3.48242241,3.204108681,3.208243298,3.234709932,3.760136208,3.427605999,3.404525274,3.602847917,3.143439011,3.395351572,3.571311845,2.969727195,2.812182466,2.583292703,2.673103943,2.707241346,2.170689116,1.882656134,1.722851019,1.83213837,1.828066851,1.6645701,1.556130011,1.465919281,1.398502596,1.379025838,1.498333529,1.548725626,1.380314092,1.401550028,1.573968293,1.61694431,1.565278368,1.660741278,1.75551193,1.913009397,2.026282267,2.088459361,2.382023169,2.121694161,2.290828088,2.587085244,2.656162285,2.578606161,2.504666546,1.983501738,1.857660786,..
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),17.95763403,17.19183834,17.49491265,17.45412895,17.43232727,16.95413079,17.05576239,16.41094138,16.04301435,15.64750428,15.01164696,14.51395536,14.20321194,14.90745433,18.28102136,17.08085588,17.38984101,17.71613525,16.48381889,17.45928064,17.77496894,16.16334523,16.37996399,16.72265872,16.87132429,16.66638821,13.60276407,13.53221962,13.40797574,14.12364,14.16737275,14.38812453,15.11537095,17.28887251,17.73883105,17.82062015,18.67400219,19.03118108,18.67539356,19.49295017,21.18387962,21.61058052,22.14516454,22.87021309,23.71005524,25.14893369,26.22962163,26.54290585,27.68583364,27.73337431,29.14912526,29.30761417,29.91894237,29.56834777,29.9070165,29.95405531,29.62351756,..
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),1.125817886,1.054574957,1.016431439,1.108389331,1.380272305,1.440474154,1.16767316,1.194697447,1.241040053,1.166982534,1.077467988,1.003640192,0.992838149,1.007245536,1.064216455,1.128753284,1.007446242,1.084805624,1.031860464,1.073592318,1.150200967,1.317781673,1.388778347,1.238973484,1.260759288,1.173188703,0.966049303,0.964000554,0.951888106,1.031565351,1.020614313,1.111894661,1.478006664,1.716192928,2.253930732,2.543264107,2.629631648,2.643423493,2.480613551,2.223798852,2.634460209,2.68582568,2.850281513,3.067445011,3.36810293,3.632569662,3.855660644,4.294372273,4.571334864,4.525923592,4.790466736,5.097494168,5.34801157,5.300197849,5.194164115,5.19960273,5.235292466,..
Merchandise trade (% of GDP),0.918557396,17.38098153,16.80479697,17.08494592,17.49330447,17.482158,17.74646999,17.52095549,18.09449816,18.71374407,20.08348584,20.28504984,20.72242775,23.52946855,29.85376622,27.89197812,29.1383979,29.33707501,28.9131834,31.56119976,34.87093976,33.68843214,31.70604461,30.11858217,31.04512357,29.83518088,27.68803918,28.75252082,29.51093044,30.54659674,30.9728062,30.20285024,30.4069325,29.83320682,31.44236759,33.77007928,34.65006091,35.95500805,35.585427,35.62415108,39.08884525,37.82686032,38.04303753,39.60274982,42.82315597,45.02585103,47.84580988,49.00097236,51.54752847,42.06746289,46.678989,50.25768096,49.63284709,49.28437181,48.12535928,44.27475824,42.42022336,44.18926357
Methane emissions (% change from 1990),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.602395184,2.671413447,-2.477513279,-0.761654255,-1.6743197,-1.750800044,8.139758082,0.190750977,-2.477963163,-2.815226487,-1.150954205,1.819932277,2.450370255,6.294932202,9.110608574,14.23974039,15.43193399,14.61809315,16.59383538,17.20672787,18.8753587,20.18011214,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),..,..,..,..,..,..,..,..,..,..,5305820,5145430,5360610,5421500,5379140,5503270,5649430,5796380,5795950,5972760,6011410,5871770,6289190,6140330,5987230,6039460,6198880,6463470,6290090,6429940,6668380,6708550,6846520,6503170,6617590,6556730,6551630,7211170,6681100,6503140,6480650,6591630,6789740,6831780,7088150,7275910,7617940,7697440,7643170,7774920,7815790,7927060.645,8014066.562,..,..,..,..,..
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),..,..,..,..,..,..,..,..,..,0,1484335.457,1475412.515,1513688.803,1578887.102,1583765.917,1602193.806,1673322.319,1705640.581,1749072.52,1801091.765,1780131.379,1728553.141,1764397.284,1794675.834,1831118.345,1867528.818,1911609.732,1945150.698,2022523.958,2072483.378,2079361.22,2062911.718,2055183.059,2044910.225,2024284.128,2077097.702,2123390.335,2122909.948,2094505.534,2087179.056,2146461.979,2176631.209,2216126.066,2344875.777,2453146.794,2544512.3,2633566.326,2700030.304,2820523.652,..,..,..,..,..,..,..,..,..
Methodology assessment of statistical capacity (scale 0 - 100),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of central government expenditure),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.294064547,5.397579729,5.553039951,..,..,..,6.565199655,6.708226531,6.732732169,6.83784577,6.874945663,6.882712344,6.72902449,6.500250241,6.475971984,6.519442846,6.325615805,6.319932137,6.22344421,6.157347591,6.33111663,6.030747542,..
Military expenditure (% of GDP),6.164603537,6.136435356,6.16901221,5.848294242,5.380759576,5.140574653,5.516003056,5.978065059,5.856653685,5.458169529,4.913942844,4.451358843,4.213366602,3.808418219,3.842380708,3.86439172,3.717563981,3.794820391,3.603756241,3.533815481,3.551684514,3.824881909,4.340168684,4.164981527,4.127534216,4.179667339,3.870731537,3.760846901,3.52002619,3.413837611,3.293151364,2.99300743,2.932135758,2.762684071,2.57747749,2.373963465,2.306507877,2.307582696,2.254159009,2.198307586,2.178913185,2.213680155,2.318554268,2.375403485,2.373223811,2.370283135,2.34464107,2.311030592,2.376517142,2.608499729,2.504573936,2.404131827,2.364548953,2.303691641,2.252643695,2.262054651,2.214762722,2.177491618
Military expenditure (current LCU),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.18646E+11,3.64926E+11,4.01048E+11,..,..,4.49502E+11,4.76049E+11,5.22227E+11,5.90606E+11,6.2925E+11,6.47816E+11,7.02896E+11,6.87972E+11,7.1983E+11,6.88769E+11,6.97357E+11,7.19931E+11,7.18729E+11,7.17467E+11,6.99436E+11,7.12412E+11,7.32552E+11,7.44909E+11,8.04858E+11,9.40627E+11,1.06225E+12,1.15053E+12,1.19285E+12,1.32387E+12,1.49624E+12,1.55186E+12,1.63049E+12,1.73918E+12,1.74621E+12,1.74809E+12,1.74882E+12,1.64654E+12,1.63746E+12,1.70103E+12
Mineral rents (% of GDP),..,..,..,..,..,..,..,..,..,..,0.286457839,0.198838127,0.180339598,0.297133263,0.415482554,0.235391865,0.232857118,0.190854444,0.132907704,0.208845123,0.300632539,0.207744616,0.172041749,0.180527458,0.135288699,0.141139075,0.099318326,0.113792378,0.256197292,0.206531718,0.14613212,0.109450364,0.100622647,0.068250581,0.084473736,0.09345699,0.08169926,0.082560272,0.072259011,0.06169053,0.088140246,0.076448195,0.080836392,0.099250125,0.159975232,0.277224023,0.470168415,0.696161711,0.774197553,0.444622522,0.815311318,0.973462063,0.788730442,0.789822058,0.597985284,0.383192861,0.38996535,..
Mobile cellular subscriptions,0,..,..,..,..,0,..,..,..,..,0,..,..,..,..,0,0,0,0,0,23482,63585,101509,148855,319252,750629,1450136,2545270,4327956,7353071,11210115,16276503,23245154,34163482,55511640,90743607,145042295,214953349,318097469,490984248,738157897,960982997,1164277513,1415027798,1760995437,2205849896,2745158819,3368733569,4028681041,4636236426,5295631563,5889696457,6260779509,6661650082,6999287655,7181920320,7512114180,7683301674
Mobile cellular subscriptions (per 100 people),0,..,..,..,..,0,..,..,..,..,0,..,..,..,..,0,0,0,0,0,0.000530608,0.001488448,0.002333325,0.003389787,0.006859924,0.015866661,0.029526946,0.05084259,0.084847844,0.141628057,0.210995842,0.301572664,0.42668182,0.617778663,0.989408577,1.58372413,2.496582315,3.652323196,5.331632654,8.123664942,12.0518291,15.49210036,18.53468998,22.24339175,27.32072196,33.80354603,41.61551868,50.32218733,59.4507334,67.58172422,76.14722162,83.69433193,87.8993468,92.42298677,96.00892059,97.38388396,100.7225691,104.4902858
"Mortality caused by road traffic injury (per 100,000 people)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.24945532,..,..,..,..,18.60864805,..,..,..,..,18.49079613,..,..,..,..,18.26236115,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5358785,..,..,..,..,21.02791177,..,..,..,..,19.79761633,..,..,..,..,18.98591045,18.76700021,..
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114.0352202,..
"Mortality rate attributed to unintentional poisoning  (per 100,000 population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.25387303,..,..,..,..,1.882864035,..,..,..,..,1.622521654,..,..,..,..,1.462826457,1.450053218,..
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.694974139,..,..,..,..,1.495133318,..,..,..,..,1.346902992,..,..,..,..,1.259002528,1.248133858,..
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.784107966,..,..,..,..,2.280052405,..,..,..,..,1.883297041,..,..,..,..,1.653431949,1.614759872,..
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.76699608,..
"Mortality rate, adult, female (per 1,000 female adults)",298.4685398,293.7542483,290.310686,281.5130021,272.2029288,263.9908705,255.4328977,246.9343276,240.5815279,234.2697525,226.7756697,219.4759092,212.3695306,207.7180324,202.7863274,198.1791112,193.4330349,188.472824,185.707926,182.7411059,179.9213027,176.6887636,173.3197701,171.1797014,169.069716,166.7347591,163.8001146,161.6435686,160.1944681,158.8631331,156.140885,154.9774874,153.9276374,154.1240519,153.7727644,152.8184917,151.1300163,149.673383,148.2946673,147.6500185,146.7370797,145.7366572,144.7367746,142.7175368,140.2757489,138.1737371,135.4850365,132.9941628,130.4001796,127.6024421,124.8449779,122.3293836,119.8853622,118.4134273,117.1250482,120.7182483,123.1642746,..
"Mortality rate, adult, male (per 1,000 male adults)",371.8973767,366.6369854,362.9465285,351.297185,338.7049352,328.2038082,317.0909995,306.074127,300.9881413,296.1475638,289.2571625,282.9326936,276.4594591,271.7423035,266.7059465,262.5535284,257.8720558,253.3374462,251.5953301,249.9149612,248.1713232,245.5284478,242.6040233,240.2194294,238.001868,234.4109186,229.8240024,227.267522,226.1359595,225.7009464,223.8413542,223.1725753,223.2136617,224.5940679,224.8464712,223.5943077,220.6013322,217.8511953,215.1017869,213.8928326,212.1528347,209.98468,207.9172695,205.6333986,202.682199,200.4975347,196.9922149,193.8678949,191.2708502,187.9798438,185.2937125,182.585202,180.3366388,178.3333256,175.8840731,177.0126356,179.6277414,..
"Mortality rate, infant (per 1,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.7,63.8,63,62.2,61.3,60.3,59.2,58,56.6,55.1,53.6,51.9,50.1,48.3,46.6,44.9,43.2,41.6,40.1,38.6,37.2,35.8,34.5,33.3,32.2,31.2,30.3,29.4
"Mortality rate, infant, female (per 1,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.6,..,..,..,..,..,..,..,..,..,50.4,..,..,..,..,..,..,..,..,..,34.8,..,..,..,..,28.9,..,27.2
"Mortality rate, infant, male (per 1,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.5,..,..,..,..,..,..,..,..,..,56.5,..,..,..,..,..,..,..,..,..,39.4,..,..,..,..,33.3,..,31.4
"Mortality rate, neonatal (per 1,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.6,36.2,35.8,35.3,34.8,34.3,33.7,33,32.3,31.5,30.6,29.7,28.8,27.8,26.9,26,25.1,24.3,23.6,22.8,22.1,21.4,20.8,20.1,19.6,19,18.5,18
"Mortality rate, under-5 (per 1,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.2,92,90.8,89.6,88.6,87.1,85.4,83.7,81.8,79.5,77.1,74.5,71.7,69,66.5,63.5,60.9,58.3,56,53.5,51.5,49.1,47.1,45.2,43.5,41.9,40.5,39.1
"Mortality rate, under-5, female (per 1,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.6,..,..,..,..,..,..,..,..,..,74.9,..,..,..,..,..,..,..,..,..,49.5,..,..,..,..,39.8,..,37
"Mortality rate, under-5, male (per 1,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.7,..,..,..,..,..,..,..,..,..,79.1,..,..,..,..,..,..,..,..,..,53.4,..,..,..,..,43.9,..,41.1
Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Multilateral debt (% of total external debt),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Multilateral debt service (% of public and publicly guaranteed debt service),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Multilateral debt service (TDS, current US$)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Natural gas rents (% of GDP),..,..,..,..,..,..,..,..,..,..,0.00126158,0.010577337,0.030458509,0.065027244,0.434801164,0.371266472,0.363015891,0.349731772,0.301969331,0.724287737,0.716789586,0.46879959,0.158609093,0.337422554,0.368083977,0.343187852,0.14142256,0.188816955,0.148497585,0.214868858,0.239851427,0.207818299,0.184291754,0.219374773,0.176601953,0.13241388,0.203059737,0.196309032,0.128915942,0.14628767,0.337953916,0.422743071,0.279313339,0.321573571,0.391181463,0.432709163,0.449422144,0.391034518,0.498453339,0.287726271,0.151832881,0.246804928,0.341110295,0.31254793,0.309694234,0.184397955,0.150727681,..
Net acquisition of financial assets (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.329230768,..,..,..,..,..,..,..,0.990669623,1.151202651,0.24489481,0.437914713,0.987105213,0.599019626,0.871976768,0.452058742,0.845573342,2.475292091,1.264022079,1.400425495,0.621320399,1.451932719,0.896440751,0.959116753,0.46511386,0.853813677,..
Net acquisition of financial assets (current LCU),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2000 = 100),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Australia (current US$)",..,..,..,..,..,109250000,114790000,142820000,147070000,158150000,190040000,190930000,253500000,262860000,389970000,436200000,317870000,348740000,419450000,467060000,487680000,547480000,564820000,534000000,608020000,534900000,512970000,534950000,622340000,705980000,752990000,724270000,739380000,714600000,824490000,927220000,852340000,775960000,751740000,732070000,759850000,661940000,777250000,976920000,1195870000,1449870000,1796550000,2267800000,2653270000,2312730000,3287630000,4309840000,4545060000,4152660000,3500450000,2753740000,2291420000,..
"Net bilateral aid flows from DAC donors, Austria (current US$)",-369999.9,450000,5370000,1100000,10460000,29060000,27740000,31640000,7810000,5770000,4250000,6670000,4290000,7740000,20080000,50090000,29660000,86340000,112530000,61890000,149990000,159970000,164630000,126240000,136760000,174160000,141220000,156730000,162530000,200640000,73350000,180870000,69860000,73790000,196870000,408700000,377550000,267300000,292590000,306720000,268940000,440570000,364300000,232050000,355730000,1226640000,1085160000,1315180000,1224050000,501220000,606120000,489440000,535060000,542780000,635980000,781930000,985610000,..
"Net bilateral aid flows from DAC donors, Belgium (current US$)",82000000,70500000,64610000,75160000,81520000,106460000,67090000,74160000,73550000,84330000,91780000,109810000,129840000,178370000,207260000,251190000,228110000,260590000,309450000,443610000,453210000,368430000,292340000,297920000,262520000,274810000,358400000,426800000,414090000,355510000,546550000,492760000,546120000,465910000,434770000,511720000,528940000,435230000,534140000,435350000,475600000,501130000,711480000,1467290000,901930000,1307270000,1353910000,1236280000,1375220000,1584770000,2024710000,1738980000,1432400000,1306630000,1319030000,1111580000,1425060000,..
